Detector,Event,Counter,StatusCode,Pdg,Energy,Vx,Vy,Vz,PhotonSum
N,0,1781,533,2112,602.724,-0.0142014,0.0685996,-11261.2,586
P,0,1781,533,2112,602.724,-0.0142014,0.0685996,-11261.2,0
N,0,1782,532,2112,257.633,0.0519311,0.00929513,-11261.2,260
P,0,1782,532,2112,257.633,0.0519311,0.00929513,-11261.2,4
N,0,1783,531,2112,152.98,-0.0273279,-0.0454345,-11261.2,74
P,0,1783,531,2112,152.98,-0.0273279,-0.0454345,-11261.2,0
N,0,1784,530,2112,974.436,0.0429957,-0.0536795,-11261.2,641
P,0,1784,530,2112,974.436,0.0429957,-0.0536795,-11261.2,6
N,0,1785,529,2112,102.644,0.0846677,-0.0508053,-11261.2,68
P,0,1785,529,2112,102.644,0.0846677,-0.0508053,-11261.2,0
N,0,1786,528,2112,527.605,-0.0147649,-0.0656876,-11261.2,416
P,0,1786,528,2112,527.605,-0.0147649,-0.0656876,-11261.2,7
N,0,1787,527,2112,730.704,-0.00724335,-0.103321,-11261.2,553
P,0,1787,527,2112,730.704,-0.00724335,-0.103321,-11261.2,5
N,0,1788,526,2112,964.367,0.0383437,0.0156642,-11261.2,744
P,0,1788,526,2112,964.367,0.0383437,0.0156642,-11261.2,6
N,0,1789,525,2112,744.222,-0.0369287,-0.0252776,-11261.2,525
P,0,1789,525,2112,744.222,-0.0369287,-0.0252776,-11261.2,3
N,0,1790,524,2112,566.307,0.0330023,0.0383649,-11261.2,390
P,0,1790,524,2112,566.307,0.0330023,0.0383649,-11261.2,8
N,0,1791,523,2112,578.536,-0.0598039,-0.00166264,-11261.2,408
P,0,1791,523,2112,578.536,-0.0598039,-0.00166264,-11261.2,8
N,0,1792,522,2112,132.031,-0.0122881,0.0886701,-11261.2,81
P,0,1792,522,2112,132.031,-0.0122881,0.0886701,-11261.2,0
N,0,1793,521,2112,922.259,0.0180289,-0.0390026,-11261.2,691
P,0,1793,521,2112,922.259,0.0180289,-0.0390026,-11261.2,4
N,0,1794,520,2112,459.887,0.047744,0.0137631,-11261.2,372
P,0,1794,520,2112,459.887,0.047744,0.0137631,-11261.2,8
N,0,1795,519,2112,702.144,-0.0728064,-0.015001,-11261.2,527
P,0,1795,519,2112,702.144,-0.0728064,-0.015001,-11261.2,9
N,0,1796,518,2112,105.161,-0.0501757,0.0329574,-11261.2,61
P,0,1796,518,2112,105.161,-0.0501757,0.0329574,-11261.2,1
N,0,1797,517,2112,575.103,0.031016,-0.0743999,-11261.2,363
P,0,1797,517,2112,575.103,0.031016,-0.0743999,-11261.2,5
N,0,1798,516,2112,85.1872,-0.00425572,0.0470866,-11261.2,44
P,0,1798,516,2112,85.1872,-0.00425572,0.0470866,-11261.2,0
N,0,1799,515,2112,422.956,-0.000803801,-0.0426952,-11261.2,222
P,0,1799,515,2112,422.956,-0.000803801,-0.0426952,-11261.2,5
N,0,1800,514,2112,101.679,-0.0315356,-0.0257629,-11261.2,56
P,0,1800,514,2112,101.679,-0.0315356,-0.0257629,-11261.2,0
N,0,1801,513,2112,236.624,0.0408201,-0.00344738,-11261.2,137
P,0,1801,513,2112,236.624,0.0408201,-0.00344738,-11261.2,9
N,0,1802,512,2112,598.841,0.0511132,-0.0187517,-11261.2,507
P,0,1802,512,2112,598.841,0.0511132,-0.0187517,-11261.2,1
N,0,1803,511,2112,393.069,-0.017044,0.0487725,-11261.2,289
P,0,1803,511,2112,393.069,-0.017044,0.0487725,-11261.2,2
N,0,1804,510,2112,706.453,0.0774029,-0.011228,-11261.2,549
P,0,1804,510,2112,706.453,0.0774029,-0.011228,-11261.2,1
N,0,1805,509,2112,212.434,0.0930811,0.00565489,-11261.2,164
P,0,1805,509,2112,212.434,0.0930811,0.00565489,-11261.2,3
N,0,1806,508,2112,841.494,0.0496983,-0.0252241,-11261.2,636
P,0,1806,508,2112,841.494,0.0496983,-0.0252241,-11261.2,9
N,0,1807,507,2112,248.485,-0.0747893,-0.00965856,-11261.2,145
P,0,1807,507,2112,248.485,-0.0747893,-0.00965856,-11261.2,1
N,0,1808,506,2112,545.893,-0.041762,0.0756106,-11261.2,332
P,0,1808,506,2112,545.893,-0.041762,0.0756106,-11261.2,7
N,0,1809,505,2112,330.576,-0.0363836,-0.0187403,-11261.2,259
P,0,1809,505,2112,330.576,-0.0363836,-0.0187403,-11261.2,4
N,0,1810,504,2112,911.043,0.0430218,0.0640186,-11261.2,683
P,0,1810,504,2112,911.043,0.0430218,0.0640186,-11261.2,6
N,0,1811,503,2112,106.522,-0.0239301,-0.0502453,-11261.2,58
P,0,1811,503,2112,106.522,-0.0239301,-0.0502453,-11261.2,1
N,0,1812,502,2112,82.9504,0.00674,-0.0564759,-11261.2,60
P,0,1812,502,2112,82.9504,0.00674,-0.0564759,-11261.2,0
N,0,1813,501,2112,438.576,0.0168463,0.0575215,-11261.2,398
P,0,1813,501,2112,438.576,0.0168463,0.0575215,-11261.2,9
N,0,1814,500,2112,620.835,0.0713959,-0.0174099,-11261.2,431
P,0,1814,500,2112,620.835,0.0713959,-0.0174099,-11261.2,9
N,0,1815,499,2112,364.915,-0.0146251,0.056476,-11261.2,346
P,0,1815,499,2112,364.915,-0.0146251,0.056476,-11261.2,2
N,0,1816,498,2112,542.25,-0.0937229,-0.0407898,-11261.2,308
P,0,1816,498,2112,542.25,-0.0937229,-0.0407898,-11261.2,4
N,0,1817,497,2112,370.463,-0.0657414,0.0057198,-11261.2,253
P,0,1817,497,2112,370.463,-0.0657414,0.0057198,-11261.2,3
N,0,1818,496,2112,365.857,-0.0120069,0.0637759,-11261.2,259
P,0,1818,496,2112,365.857,-0.0120069,0.0637759,-11261.2,5
N,0,1819,495,2112,500.596,-0.0881442,0.00632083,-11261.2,292
P,0,1819,495,2112,500.596,-0.0881442,0.00632083,-11261.2,4
N,0,1820,494,2112,511.483,0.0402418,-0.079625,-11261.2,325
P,0,1820,494,2112,511.483,0.0402418,-0.079625,-11261.2,2
N,0,1821,493,2112,555.712,0.0496663,0.0449539,-11261.2,457
P,0,1821,493,2112,555.712,0.0496663,0.0449539,-11261.2,9
N,0,1822,492,2112,588.941,-0.0457396,0.0248165,-11261.2,352
P,0,1822,492,2112,588.941,-0.0457396,0.0248165,-11261.2,4
N,0,1823,491,2112,553.367,-0.0138368,-0.0397631,-11261.2,398
P,0,1823,491,2112,553.367,-0.0138368,-0.0397631,-11261.2,4
N,0,1824,490,2112,681.406,0.0167429,-0.0447869,-11261.2,479
P,0,1824,490,2112,681.406,0.0167429,-0.0447869,-11261.2,4
N,0,1825,489,2112,995.236,-0.0456292,0.0105498,-11261.2,649
P,0,1825,489,2112,995.236,-0.0456292,0.0105498,-11261.2,10
N,0,1826,488,2112,709.417,-0.0251656,0.0644521,-11261.2,603
P,0,1826,488,2112,709.417,-0.0251656,0.0644521,-11261.2,8
N,0,1827,487,2112,187.032,-0.0494777,-0.0471408,-11261.2,0
P,0,1827,487,2112,187.032,-0.0494777,-0.0471408,-11261.2,0
N,0,1828,486,2112,186.516,0.0145546,-0.0375077,-11261.2,148
P,0,1828,486,2112,186.516,0.0145546,-0.0375077,-11261.2,0
N,0,1829,485,2112,668.595,0.0420203,-0.0701774,-11261.2,499
P,0,1829,485,2112,668.595,0.0420203,-0.0701774,-11261.2,5
N,0,1830,484,2112,889.376,-0.0450739,0.00118707,-11261.2,646
P,0,1830,484,2112,889.376,-0.0450739,0.00118707,-11261.2,3
N,0,1831,483,2112,324.169,-0.00636153,-0.0543202,-11261.2,176
P,0,1831,483,2112,324.169,-0.00636153,-0.0543202,-11261.2,3
N,0,1832,482,2112,917.758,-0.0850944,-0.0169337,-11261.2,713
P,0,1832,482,2112,917.758,-0.0850944,-0.0169337,-11261.2,11
N,0,1833,481,2112,571.088,-0.00827464,0.0462618,-11261.2,339
P,0,1833,481,2112,571.088,-0.00827464,0.0462618,-11261.2,2
N,0,1834,480,2112,124.185,0.026583,-0.096604,-11261.2,63
P,0,1834,480,2112,124.185,0.026583,-0.096604,-11261.2,1
N,0,1835,479,2112,468.595,-0.0302884,-0.0328537,-11261.2,367
P,0,1835,479,2112,468.595,-0.0302884,-0.0328537,-11261.2,1
N,0,1836,478,2112,967.202,0.0125863,-0.041042,-11261.2,701
P,0,1836,478,2112,967.202,0.0125863,-0.041042,-11261.2,3
N,0,1837,477,2112,308.836,-0.00671441,0.0397551,-11261.2,144
P,0,1837,477,2112,308.836,-0.00671441,0.0397551,-11261.2,2
N,0,1838,476,2112,658.219,0.0467387,0.0354896,-11261.2,547
P,0,1838,476,2112,658.219,0.0467387,0.0354896,-11261.2,4
N,0,1839,475,2112,347.375,0.102774,0.00740302,-11261.2,209
P,0,1839,475,2112,347.375,0.102774,0.00740302,-11261.2,3
N,0,1840,474,2112,715.469,-0.0722905,-0.0236715,-11261.2,514
P,0,1840,474,2112,715.469,-0.0722905,-0.0236715,-11261.2,5
N,0,1841,41333447,22,0.0208843,14.1257,-1.40181,-11352.1,0
P,0,1841,41333447,22,0.0208843,14.1257,-1.40181,-11352.1,0
N,0,1842,41333460,22,0.00215314,13.1431,-3.39863,-11350.6,0
P,0,1842,41333460,22,0.00215314,13.1431,-3.39863,-11350.6,0
N,0,1843,41333459,22,0.00112719,13.1476,-5.33285,-11351.8,0
P,0,1843,41333459,22,0.00112719,13.1476,-5.33285,-11351.8,0
N,0,1844,41333458,22,0.00676439,13.7256,-3.39483,-11349.8,0
P,0,1844,41333458,22,0.00676439,13.7256,-3.39483,-11349.8,0
N,0,1845,41333443,22,0.0130105,13.7251,-2.99572,-11359.4,0
P,0,1845,41333443,22,0.0130105,13.7251,-2.99572,-11359.4,0
N,0,1846,41333469,-11,0.00945999,14.1391,-2.62362,-11354.9,0
P,0,1846,41333469,-11,0.00945999,14.1391,-2.62362,-11354.9,1
N,0,1847,41333470,22,0.00986999,13.7752,-1.00885,-11353.9,0
P,0,1847,41333470,22,0.00986999,13.7752,-1.00885,-11353.9,0
N,0,1848,41333485,22,0.00952263,14.1398,-1.01735,-11325.4,0
P,0,1848,41333485,22,0.00952263,14.1398,-1.01735,-11325.4,0
N,0,1849,41333480,22,0.00122598,13.3299,-1.38306,-11348.2,0
P,0,1849,41333480,22,0.00122598,13.3299,-1.38306,-11348.2,0
N,0,1850,41333512,22,0.00112542,-0.39263,-3.28439,-11313.1,0
P,0,1850,41333512,22,0.00112542,-0.39263,-3.28439,-11313.1,0
N,0,1851,41333511,22,0.00534473,14.064,6.00699,-11322.2,0
P,0,1851,41333511,22,0.00534473,14.064,6.00699,-11322.2,0
N,0,1852,41333544,22,0.00118569,1.82424,-3.11671,-11352.7,0
P,0,1852,41333544,22,0.00118569,1.82424,-3.11671,-11352.7,0
N,0,1853,41333524,22,0.00443603,2.57638,-3.50374,-11361.3,0
P,0,1853,41333524,22,0.00443603,2.57638,-3.50374,-11361.3,0
N,0,1854,41333582,22,0.00213311,3.52403,-3.43438,-11333.7,0
P,0,1854,41333582,22,0.00213311,3.52403,-3.43438,-11333.7,0
N,0,1855,41333579,22,0.0186927,-0.546592,-3.28896,-11332.5,0
P,0,1855,41333579,22,0.0186927,-0.546592,-3.28896,-11332.5,0
N,0,1856,41333598,22,0.0020904,13.0574,-5.43709,-11364.5,0
P,0,1856,41333598,22,0.0020904,13.0574,-5.43709,-11364.5,0
N,0,1857,41333710,22,0.00777401,2.949,-3.43811,-11301.8,0
P,0,1857,41333710,22,0.00777401,2.949,-3.43811,-11301.8,0
N,0,1858,41333733,-11,0.280221,2.35944,-0.490466,-11261.2,0
P,0,1858,41333733,-11,0.280221,2.35944,-0.490466,-11261.2,0
N,0,1859,41333968,22,0.0035375,13.3309,-2.61447,-11368.2,0
P,0,1859,41333968,22,0.0035375,13.3309,-2.61447,-11368.2,0
N,0,1860,41334003,22,0.0019002,20.1336,-5.80635,-11323.6,0
P,0,1860,41334003,22,0.0019002,20.1336,-5.80635,-11323.6,0
N,0,1861,41334368,22,0.00198313,2.97698,-3.12078,-11345.8,0
P,0,1861,41334368,22,0.00198313,2.97698,-3.12078,-11345.8,0
N,0,1862,41334404,22,0.00182609,3.42445,-2.00425,-11302.1,0
P,0,1862,41334404,22,0.00182609,3.42445,-2.00425,-11302.1,0
N,0,1863,41333391,-211,5.3788,13.0507,-5.68758,-11308.8,0
P,0,1863,41333391,-211,5.3788,13.0507,-5.68758,-11308.8,4
N,0,1864,41333389,-211,68.9744,0.12118,-0.437899,-11261.2,66
P,0,1864,41333389,-211,68.9744,0.12118,-0.437899,-11261.2,0
N,0,1865,41333387,211,140.584,-0.157933,-0.360992,-11261.2,104
P,0,1865,41333387,211,140.584,-0.157933,-0.360992,-11261.2,0
N,0,1866,41362761,22,0.00291713,-0.721397,-3.45239,-11293.5,0
P,0,1866,41362761,22,0.00291713,-0.721397,-3.45239,-11293.5,0
N,0,1867,41333384,-321,51.1934,0.0356218,2.00269,-11261.2,10
P,0,1867,41333384,-321,51.1934,0.0356218,2.00269,-11261.2,3
N,0,1868,41333382,211,24.7785,-2.82262,2.72077,-11261.2,7
P,0,1868,41333382,211,24.7785,-2.82262,2.72077,-11261.2,0
N,0,1869,41366774,2112,1.04887,3.44208,-3.29036,-11267.1,0
P,0,1869,41366774,2112,1.04887,3.44208,-3.29036,-11267.1,0
N,0,1870,41366868,22,0.00609626,13.1452,-5.38087,-11276.4,0
P,0,1870,41366868,22,0.00609626,13.1452,-5.38087,-11276.4,0
N,0,1871,41366858,2112,1.00683,17.3503,-5.82603,-11306.2,0
P,0,1871,41366858,2112,1.00683,17.3503,-5.82603,-11306.2,0
N,0,1872,41366857,2212,1.18609,28.1312,-5.79183,-11292.9,0
P,0,1872,41366857,2212,1.18609,28.1312,-5.79183,-11292.9,0
N,0,1873,41366896,22,6.57827,-0.437773,-2.23444,-11261.2,5
P,0,1873,41366896,22,6.57827,-0.437773,-2.23444,-11261.2,0
N,0,1874,41368758,11,15.0898,-0.297709,-3.36686,-11261.2,7
P,0,1874,41368758,11,15.0898,-0.297709,-3.36686,-11261.2,0
N,0,1875,41368757,-11,0.9664,-0.691507,-2.29571,-11261.2,8
P,0,1875,41368757,-11,0.9664,-0.691507,-2.29571,-11261.2,0
N,0,1876,41374122,22,0.00251553,-1.84777,-3.45065,-11333.2,0
P,0,1876,41374122,22,0.00251553,-1.84777,-3.45065,-11333.2,0
N,0,1877,41374164,22,0.00121913,-2.47088,-2.80607,-11313.9,0
P,0,1877,41374164,22,0.00121913,-2.47088,-2.80607,-11313.9,0
N,0,1878,41374174,22,0.00509906,16.1521,0.577149,-11327.7,0
P,0,1878,41374174,22,0.00509906,16.1521,0.577149,-11327.7,0
N,0,1879,41374180,22,0.00145185,14.9366,-2.22275,-11386.2,0
P,0,1879,41374180,22,0.00145185,14.9366,-2.22275,-11386.2,0
N,0,1880,41333378,-211,8.51631,0.445288,2.41478,-11261.2,2
P,0,1880,41333378,-211,8.51631,0.445288,2.41478,-11261.2,0
N,0,1881,41374412,22,102.934,0.00551701,-0.164863,-11261.2,98
P,0,1881,41374412,22,102.934,0.00551701,-0.164863,-11261.2,0
N,0,1882,41374411,22,71.4624,-0.0995704,0.0492614,-11261.2,95
P,0,1882,41374411,22,71.4624,-0.0995704,0.0492614,-11261.2,0
N,0,1883,41333376,-211,57.1587,-0.14814,0.0901201,-11261.2,23
P,0,1883,41333376,-211,57.1587,-0.14814,0.0901201,-11261.2,0
N,0,1884,41432172,22,0.0145279,13.0586,-5.29769,-11370.6,0
P,0,1884,41432172,22,0.0145279,13.0586,-5.29769,-11370.6,0
N,0,1885,41432171,22,0.00191532,17.7376,-3.01156,-11373.9,0
P,0,1885,41432171,22,0.00191532,17.7376,-3.01156,-11373.9,0
N,0,1886,41432167,22,0.00122356,14.9298,-3.39579,-11401.7,0
P,0,1886,41432167,22,0.00122356,14.9298,-3.39579,-11401.7,0
N,0,1887,41432468,22,0.00124246,13.0606,-5.96067,-11301.9,0
P,0,1887,41432468,22,0.00124246,13.0606,-5.96067,-11301.9,0
N,0,1888,41432549,22,0.00236018,-2.15353,-2.96476,-11296.7,0
P,0,1888,41432549,22,0.00236018,-2.15353,-2.96476,-11296.7,0
N,0,1889,41432867,22,0.00808612,2.15548,-3.4474,-11318.7,0
P,0,1889,41432867,22,0.00808612,2.15548,-3.4474,-11318.7,0
N,0,1890,41432962,22,0.00543705,14.1373,-2.61398,-11313,0
P,0,1890,41432962,22,0.00543705,14.1373,-2.61398,-11313,0
N,0,1891,41433171,22,0.00217125,13.3455,4.57645,-11350.9,0
P,0,1891,41433171,22,0.00217125,13.3455,4.57645,-11350.9,0
N,0,1892,41433224,22,0.00139601,0.896977,-3.12163,-11334.6,0
P,0,1892,41433224,22,0.00139601,0.896977,-3.12163,-11334.6,0
N,0,1893,41433408,22,0.00136539,13.3637,4.98221,-11362.4,0
P,0,1893,41433408,22,0.00136539,13.3637,4.98221,-11362.4,0
N,0,1894,41433451,22,0.00137819,13.7623,-1.82064,-11395.1,0
P,0,1894,41433451,22,0.00137819,13.7623,-1.82064,-11395.1,0
N,0,1895,41433566,22,0.00223102,14.134,4.1895,-11317.6,0
P,0,1895,41433566,22,0.00223102,14.134,4.1895,-11317.6,0
N,0,1896,41433585,22,0.00194675,13.3354,0.1859,-11302.6,0
P,0,1896,41433585,22,0.00194675,13.3354,0.1859,-11302.6,0
N,0,1897,41433675,22,0.0148265,-2.46775,-3.45172,-11339.8,0
P,0,1897,41433675,22,0.0148265,-2.46775,-3.45172,-11339.8,0
N,0,1898,41433673,22,0.00110091,0.0710799,-3.44745,-11325.5,0
P,0,1898,41433673,22,0.00110091,0.0710799,-3.44745,-11325.5,0
N,0,1899,41433600,22,0.00273082,-3.28154,-3.45434,-11316.9,0
P,0,1899,41433600,22,0.00273082,-3.28154,-3.45434,-11316.9,0
N,0,1900,41433717,22,0.00819559,-0.735774,-2.31212,-11330.7,0
P,0,1900,41433717,22,0.00819559,-0.735774,-2.31212,-11330.7,0
N,0,1901,41433706,22,0.00202897,0.0739906,-3.29565,-11329,0
P,0,1901,41433706,22,0.00202897,0.0739906,-3.29565,-11329,0
N,0,1902,41433703,22,0.00141014,-0.711028,-3.13083,-11337.6,0
P,0,1902,41433703,22,0.00141014,-0.711028,-3.13083,-11337.6,0
N,0,1903,41433726,22,0.00721301,14.1382,-0.219744,-11353,0
P,0,1903,41433726,22,0.00721301,14.1382,-0.219744,-11353,0
N,0,1904,41433748,22,0.0013169,-1.57794,-3.52324,-11299.1,0
P,0,1904,41433748,22,0.0013169,-1.57794,-3.52324,-11299.1,0
N,0,1905,41433741,22,0.00423771,-2.0007,-3.45381,-11294.8,0
P,0,1905,41433741,22,0.00423771,-2.0007,-3.45381,-11294.8,0
N,0,1906,41333374,211,12.8751,-0.446611,2.90502,-11261.2,1
P,0,1906,41333374,211,12.8751,-0.446611,2.90502,-11261.2,0
N,0,1907,41333368,2212,341.395,0.159448,0.28562,-11261.2,228
P,0,1907,41333368,2212,341.395,0.159448,0.28562,-11261.2,3
N,0,1908,472,2112,398.133,-0.0588884,-0.0506577,-11261.2,0
P,0,1908,472,2112,398.133,-0.0588884,-0.0506577,-11261.2,0
N,0,1909,471,2112,163.568,0.0032466,-0.0582467,-11261.2,105
P,0,1909,471,2112,163.568,0.0032466,-0.0582467,-11261.2,2
N,0,1910,470,2112,589.37,-0.0527294,-0.0144661,-11261.2,409
P,0,1910,470,2112,589.37,-0.0527294,-0.0144661,-11261.2,3
N,0,1911,469,2112,562.793,-0.00758704,0.0624379,-11261.2,401
P,0,1911,469,2112,562.793,-0.00758704,0.0624379,-11261.2,1
N,0,1912,468,2112,458.453,-0.0425777,0.0484157,-11261.2,372
P,0,1912,468,2112,458.453,-0.0425777,0.0484157,-11261.2,5
N,0,1913,467,2112,715.826,0.072143,-0.032126,-11261.2,543
P,0,1913,467,2112,715.826,0.072143,-0.032126,-11261.2,2
N,0,1914,466,2112,951.862,0.0378059,0.0355442,-11261.2,690
P,0,1914,466,2112,951.862,0.0378059,0.0355442,-11261.2,17
N,0,1915,465,2112,683.699,0.0268281,0.0934416,-11261.2,568
P,0,1915,465,2112,683.699,0.0268281,0.0934416,-11261.2,6
N,0,1916,464,2112,828.925,0.0282315,-0.0339973,-11261.2,476
P,0,1916,464,2112,828.925,0.0282315,-0.0339973,-11261.2,3
N,0,1917,463,2112,874.294,-0.0193211,0.0809076,-11261.2,638
P,0,1917,463,2112,874.294,-0.0193211,0.0809076,-11261.2,3
N,0,1918,462,2112,164.222,-0.0401113,-8.21112e-05,-11261.2,119
P,0,1918,462,2112,164.222,-0.0401113,-8.21112e-05,-11261.2,0
N,0,1919,461,2112,234.724,0.0430943,-0.0313763,-11261.2,105
P,0,1919,461,2112,234.724,0.0430943,-0.0313763,-11261.2,6
N,0,1920,460,2112,267.033,-0.0838318,-0.0157456,-11261.2,121
P,0,1920,460,2112,267.033,-0.0838318,-0.0157456,-11261.2,2
N,0,1921,459,2112,260.633,0.0423393,0.0488157,-11261.2,147
P,0,1921,459,2112,260.633,0.0423393,0.0488157,-11261.2,1
N,0,1922,458,2112,752.328,0.0488265,0.00179619,-11261.2,666
P,0,1922,458,2112,752.328,0.0488265,0.00179619,-11261.2,5
N,0,1923,457,2112,363.893,-0.0389105,-0.0945844,-11261.2,300
P,0,1923,457,2112,363.893,-0.0389105,-0.0945844,-11261.2,4
N,0,1924,456,2112,432.612,-0.0268367,-0.068941,-11261.2,309
P,0,1924,456,2112,432.612,-0.0268367,-0.068941,-11261.2,1
N,0,1925,455,2112,433.465,0.0416123,-0.0196981,-11261.2,319
P,0,1925,455,2112,433.465,0.0416123,-0.0196981,-11261.2,6
N,0,1926,454,2112,124.417,-0.0310419,0.100812,-11261.2,86
P,0,1926,454,2112,124.417,-0.0310419,0.100812,-11261.2,1
N,0,1927,453,2112,478.006,0.0519772,-0.0402172,-11261.2,327
P,0,1927,453,2112,478.006,0.0519772,-0.0402172,-11261.2,0
N,0,1928,43042395,22,4.09274,-1.18407,1.52669,-11261.2,6
P,0,1928,43042395,22,4.09274,-1.18407,1.52669,-11261.2,0
N,0,1929,43043648,22,0.0066618,-0.865288,-3.11555,-11358.3,0
P,0,1929,43043648,22,0.0066618,-0.865288,-3.11555,-11358.3,0
N,0,1930,43043631,2112,1.01648,32.5579,-5.42368,-11356.9,0
P,0,1930,43043631,2112,1.01648,32.5579,-5.42368,-11356.9,0
N,0,1931,43043691,22,0.0067772,18.1331,-3.00235,-11358.4,0
P,0,1931,43043691,22,0.0067772,18.1331,-3.00235,-11358.4,0
N,0,1932,43043698,22,11.3267,0.332627,-0.227278,-11261.2,10
P,0,1932,43043698,22,11.3267,0.332627,-0.227278,-11261.2,0
N,0,1933,43042383,211,126.225,0.158045,0.356658,-11261.2,74
P,0,1933,43042383,211,126.225,0.158045,0.356658,-11261.2,8
N,0,1934,43042381,-211,39.6861,0.702637,0.788993,-11261.2,16
P,0,1934,43042381,-211,39.6861,0.702637,0.788993,-11261.2,0
N,0,1935,43071619,-211,20.6089,0.777957,0.66339,-11261.2,11
P,0,1935,43071619,-211,20.6089,0.777957,0.66339,-11261.2,0
N,0,1936,43071618,211,26.491,0.0121597,1.5811,-11261.2,15
P,0,1936,43071618,211,26.491,0.0121597,1.5811,-11261.2,0
N,0,1937,43042363,-2112,55.4758,1.81879,-1.11586,-11261.2,48
P,0,1937,43042363,-2112,55.4758,1.81879,-1.11586,-11261.2,0
N,0,1938,43042362,211,32.0107,-0.0154929,0.266699,-11261.2,17
P,0,1938,43042362,211,32.0107,-0.0154929,0.266699,-11261.2,0
N,0,1939,43042360,2112,14.2805,-3.05011,1.99757,-11261.2,4
P,0,1939,43042360,2112,14.2805,-3.05011,1.99757,-11261.2,0
N,0,1940,43042357,-211,35.0053,1.77813,0.540831,-11261.2,30
P,0,1940,43042357,-211,35.0053,1.77813,0.540831,-11261.2,0
N,0,1941,43095120,11,0.00865066,14.3504,3.66923,-11253.2,0
P,0,1941,43095120,11,0.00865066,14.3504,3.66923,-11253.2,0
N,0,1942,43095158,22,2.10265,-1.25298,1.883,-11261.2,2
P,0,1942,43095158,22,2.10265,-1.25298,1.883,-11261.2,0
N,0,1943,43095788,22,31.0953,-0.530223,-2.02676,-11261.2,33
P,0,1943,43095788,22,31.0953,-0.530223,-2.02676,-11261.2,0
N,0,1944,43095787,22,1.52112,-3.4948,-1.98551,-11261.2,0
P,0,1944,43095787,22,1.52112,-3.4948,-1.98551,-11261.2,0
N,0,1945,43104898,22,7.59735,0.490934,2.07949,-11261.2,6
P,0,1945,43104898,22,7.59735,0.490934,2.07949,-11261.2,0
N,0,1946,43107129,22,0.00239143,13.0551,-5.66153,-11391,0
P,0,1946,43107129,22,0.00239143,13.0551,-5.66153,-11391,0
N,0,1947,43107148,22,1.31222,-1.49751,-2.85384,-11261.2,0
P,0,1947,43107148,22,1.31222,-1.49751,-2.85384,-11261.2,0
N,0,1948,43042342,211,4.92708,-0.577984,-1.4734,-11261.2,0
P,0,1948,43042342,211,4.92708,-0.577984,-1.4734,-11261.2,0
N,0,1949,43108412,22,0.00281582,-1.19741,-2.97392,-11354,0
P,0,1949,43108412,22,0.00281582,-1.19741,-2.97392,-11354,0
N,0,1950,43108416,11,0.0143928,-1.21205,-2.16689,-11354.5,1
P,0,1950,43108416,11,0.0143928,-1.21205,-2.16689,-11354.5,0
N,0,1951,43108415,-11,0.0149071,-1.21628,-2.15934,-11354.4,0
P,0,1951,43108415,-11,0.0149071,-1.21628,-2.15934,-11354.4,0
N,0,1952,43108409,-11,0.0416166,-1.37864,-3.59913,-11353.3,0
P,0,1952,43108409,-11,0.0416166,-1.37864,-3.59913,-11353.3,0
N,0,1953,43042338,2112,96.9139,-0.477734,0.48874,-11261.2,45
P,0,1953,43042338,2112,96.9139,-0.477734,0.48874,-11261.2,0
N,0,1954,43119766,22,5.54916,2.88669,-1.56712,-11261.2,8
P,0,1954,43119766,22,5.54916,2.88669,-1.56712,-11261.2,0
N,0,1955,43119765,22,23.1191,1.30433,-0.708767,-11261.2,13
P,0,1955,43119765,22,23.1191,1.30433,-0.708767,-11261.2,0
N,0,1956,451,2112,557.83,-0.0312563,-0.0599741,-11261.2,461
P,0,1956,451,2112,557.83,-0.0312563,-0.0599741,-11261.2,1
N,0,1957,450,2112,725.307,0.0322742,-0.0418201,-11261.2,505
P,0,1957,450,2112,725.307,0.0322742,-0.0418201,-11261.2,1
N,0,1958,449,2112,972.218,-0.00310313,0.0442732,-11261.2,630
P,0,1958,449,2112,972.218,-0.00310313,0.0442732,-11261.2,16
N,0,1959,448,2112,736.153,0.062325,-0.0610766,-11261.2,0
P,0,1959,448,2112,736.153,0.062325,-0.0610766,-11261.2,0
N,0,1960,447,2112,503.252,0.00160503,0.0411611,-11261.2,313
P,0,1960,447,2112,503.252,0.00160503,0.0411611,-11261.2,2
N,0,1961,446,2112,401.358,-0.0316781,0.0384904,-11261.2,285
P,0,1961,446,2112,401.358,-0.0316781,0.0384904,-11261.2,3
N,0,1962,43635406,211,3.8122,27.694,-0.686879,-11253.2,0
P,0,1962,43635406,211,3.8122,27.694,-0.686879,-11253.2,0
N,0,1963,43635726,-11,0.0652758,-0.908019,-0.15403,-11261.2,0
P,0,1963,43635726,-11,0.0652758,-0.908019,-0.15403,-11261.2,0
N,0,1964,43635753,22,0.0426577,25.4642,5.50216,-11253.2,0
P,0,1964,43635753,22,0.0426577,25.4642,5.50216,-11253.2,0
N,0,1965,43635766,-11,0.0595061,13.2595,4.94057,-11253.2,0
P,0,1965,43635766,-11,0.0595061,13.2595,4.94057,-11253.2,0
N,0,1966,43635851,22,0.0206352,15.6179,3.47354,-11253.2,0
P,0,1966,43635851,22,0.0206352,15.6179,3.47354,-11253.2,0
N,0,1967,43635394,-321,14.9474,0.0520284,1.16724,-11261.2,14
