Detector,Event,Counter,StatusCode,Pdg,Energy,Vx,Vy,Vz,PhotonSum
P,0,1083,19307091,11,0.0128051,13.3273,3.00897,-11399.7,1
N,0,1090,19292220,2112,120.808,-0.0534096,-0.046479,-11261.2,98
P,0,1090,19292220,2112,120.808,-0.0534096,-0.046479,-11261.2,9
N,0,1091,19326261,22,206.661,0.714466,-0.160406,-11261.2,216
P,0,1091,19326261,22,206.661,0.714466,-0.160406,-11261.2,0
N,0,1092,19326260,22,113.732,0.843835,-0.190739,-11261.2,141
P,0,1092,19326260,22,113.732,0.843835,-0.190739,-11261.2,0
N,0,1093,754,2112,731.729,0.0522844,-0.0102768,-11261.2,460
P,0,1093,754,2112,731.729,0.0522844,-0.0102768,-11261.2,6
N,0,1094,753,2112,553.308,-0.0636863,-0.0749064,-11261.2,153
P,0,1094,753,2112,553.308,-0.0636863,-0.0749064,-11261.2,2
N,0,1095,752,2112,662.037,0.0251269,0.0487367,-11261.2,459
P,0,1095,752,2112,662.037,0.0251269,0.0487367,-11261.2,6
N,0,1096,751,2112,266.023,0.0297457,0.0436604,-11261.2,167
P,0,1096,751,2112,266.023,0.0297457,0.0436604,-11261.2,8
N,0,1097,750,2112,870.221,0.0422856,0.00124402,-11261.2,771
P,0,1097,750,2112,870.221,0.0422856,0.00124402,-11261.2,4
N,0,1101,19913079,-211,6.8769,1.3636,1.31276,-11261.2,2
P,0,1101,19913079,-211,6.8769,1.3636,1.31276,-11261.2,0
N,0,1125,19914040,211,0.195524,14.1464,-3.01918,-11354.3,0
P,0,1125,19914040,211,0.195524,14.1464,-3.01918,-11354.3,1
N,0,1126,19914189,11,0.0850672,13.1492,-3.60025,-11387,0
P,0,1126,19914189,11,0.0850672,13.1492,-3.60025,-11387,2
N,0,1127,19915118,-11,0.0061735,13.7372,-2.58392,-11396.5,0
P,0,1127,19915118,-11,0.0061735,13.7372,-2.58392,-11396.5,1
N,0,1152,19915221,22,0.280737,13.1361,-3.45525,-11385.3,0
P,0,1152,19915221,22,0.280737,13.1361,-3.45525,-11385.3,1
N,0,1161,19915393,11,0.0047068,13.3318,-4.2069,-11389.5,0
P,0,1161,19915393,11,0.0047068,13.3318,-4.2069,-11389.5,1
N,0,1183,19915518,11,0.00489332,13.1403,-3.40093,-11395.1,0
P,0,1183,19915518,11,0.00489332,13.1403,-3.40093,-11395.1,1
N,0,1186,19913075,-211,42.2025,-0.375633,-0.241188,-11261.2,39
P,0,1186,19913075,-211,42.2025,-0.375633,-0.241188,-11261.2,1
N,0,1187,19913073,211,343.44,0.135886,-0.738714,-11261.2,314
P,0,1187,19913073,211,343.44,0.135886,-0.738714,-11261.2,1
N,0,1193,19913066,-211,8.73005,2.41131,-0.554971,-11261.2,9
P,0,1193,19913066,-211,8.73005,2.41131,-0.554971,-11261.2,0
N,0,1194,19913062,211,7.86293,-1.49607,2.64437,-11261.2,3
P,0,1194,19913062,211,7.86293,-1.49607,2.64437,-11261.2,0
N,0,1195,748,2112,462.566,-0.0818916,-0.0264979,-11261.2,359
P,0,1195,748,2112,462.566,-0.0818916,-0.0264979,-11261.2,9
N,0,1197,746,2112,726.85,0.0462112,-0.0101155,-11261.2,501
P,0,1197,746,2112,726.85,0.0462112,-0.0101155,-11261.2,3
N,0,1198,745,2112,141.95,0.101119,-0.0316114,-11261.2,120
P,0,1198,745,2112,141.95,0.101119,-0.0316114,-11261.2,0
N,0,1199,744,2112,101.487,-0.0389514,0.0314955,-11261.2,55
P,0,1199,744,2112,101.487,-0.0389514,0.0314955,-11261.2,1
N,0,1200,743,2112,348.996,-0.0258617,-0.085611,-11261.2,246
P,0,1200,743,2112,348.996,-0.0258617,-0.085611,-11261.2,7
N,0,1201,742,2112,561.219,-0.0300916,0.00296038,-11261.2,360
P,0,1201,742,2112,561.219,-0.0300916,0.00296038,-11261.2,5
N,0,1202,741,2112,139.053,0.00575749,-0.0480811,-11261.2,82
P,0,1202,741,2112,139.053,0.00575749,-0.0480811,-11261.2,2
N,0,1203,740,2112,868.78,-0.0545652,-0.0166892,-11261.2,697
P,0,1203,740,2112,868.78,-0.0545652,-0.0166892,-11261.2,5
N,0,1204,739,2112,821.328,-0.0559201,0.0298876,-11261.2,697
P,0,1204,739,2112,821.328,-0.0559201,0.0298876,-11261.2,2
N,0,1205,738,2112,131.191,-0.0459414,-0.0911424,-11261.2,92
P,0,1205,738,2112,131.191,-0.0459414,-0.0911424,-11261.2,4
N,0,1206,737,2112,867.639,-0.0377572,-0.0206088,-11261.2,540
P,0,1206,737,2112,867.639,-0.0377572,-0.0206088,-11261.2,4
N,0,1207,736,2112,388.905,0.024415,0.0524918,-11261.2,301
P,0,1207,736,2112,388.905,0.024415,0.0524918,-11261.2,5
N,0,1208,735,2112,530.204,0.0952072,-0.0251101,-11261.2,426
P,0,1208,735,2112,530.204,0.0952072,-0.0251101,-11261.2,4
N,0,1209,734,2112,297.033,-0.0617243,-0.00818639,-11261.2,174
P,0,1209,734,2112,297.033,-0.0617243,-0.00818639,-11261.2,0
N,0,1211,732,2112,350.662,-0.0978578,0.0395104,-11261.2,263
P,0,1211,732,2112,350.662,-0.0978578,0.0395104,-11261.2,1
N,0,1212,731,2112,241.194,0.0146651,0.0381877,-11261.2,205
P,0,1212,731,2112,241.194,0.0146651,0.0381877,-11261.2,0
N,0,1213,730,2112,566.742,0.0156733,-0.069267,-11261.2,377
P,0,1213,730,2112,566.742,0.0156733,-0.069267,-11261.2,1
N,0,1214,729,2112,157.286,-0.0807619,0.0415674,-11261.2,94
P,0,1214,729,2112,157.286,-0.0807619,0.0415674,-11261.2,0
N,0,1215,728,2112,780.741,-0.00986004,-0.0491248,-11261.2,461
P,0,1215,728,2112,780.741,-0.00986004,-0.0491248,-11261.2,13
N,0,1216,727,2112,659.189,0.0247917,-0.0324614,-11261.2,409
P,0,1216,727,2112,659.189,0.0247917,-0.0324614,-11261.2,12
N,0,1217,726,2112,921.053,-0.0113857,0.0665044,-11261.2,646
P,0,1217,726,2112,921.053,-0.0113857,0.0665044,-11261.2,5
N,0,1218,725,2112,404.139,0.0527682,0.0251521,-11261.2,260
P,0,1218,725,2112,404.139,0.0527682,0.0251521,-11261.2,2
N,0,1219,724,2112,621.807,-0.0185704,-0.0751806,-11261.2,475
P,0,1219,724,2112,621.807,-0.0185704,-0.0751806,-11261.2,6
N,0,1220,723,2112,720.077,-0.0731478,-0.0352899,-11261.2,592
P,0,1220,723,2112,720.077,-0.0731478,-0.0352899,-11261.2,7
N,0,1221,722,2112,151.832,0.0350232,0.0297533,-11261.2,120
P,0,1221,722,2112,151.832,0.0350232,0.0297533,-11261.2,1
N,0,1222,721,2112,775.525,-0.0552289,0.0103471,-11261.2,609
P,0,1222,721,2112,775.525,-0.0552289,0.0103471,-11261.2,7
N,0,1223,720,2112,458.255,-0.0343832,-0.0774062,-11261.2,322
P,0,1223,720,2112,458.255,-0.0343832,-0.0774062,-11261.2,7
N,0,1225,718,2112,599.681,-0.0617594,0.0741789,-11261.2,31
P,0,1225,718,2112,599.681,-0.0617594,0.0741789,-11261.2,0
N,0,1226,717,2112,757.159,0.0377536,-0.0251714,-11261.2,483
P,0,1226,717,2112,757.159,0.0377536,-0.0251714,-11261.2,14
N,0,1227,716,2112,522.28,0.0337852,-0.0322242,-11261.2,334
P,0,1227,716,2112,522.28,0.0337852,-0.0322242,-11261.2,2
N,0,1228,715,2112,168.022,0.0153441,0.0416877,-11261.2,106
P,0,1228,715,2112,168.022,0.0153441,0.0416877,-11261.2,3
N,0,1229,714,2112,142.55,0.0618477,0.0374587,-11261.2,72
P,0,1229,714,2112,142.55,0.0618477,0.0374587,-11261.2,1
N,0,1230,713,2112,381.975,-0.100187,-0.0283925,-11261.2,264
P,0,1230,713,2112,381.975,-0.100187,-0.0283925,-11261.2,4
N,0,1232,711,2112,304.002,-0.10208,-0.0277458,-11261.2,187
P,0,1232,711,2112,304.002,-0.10208,-0.0277458,-11261.2,8
N,0,1233,710,2112,269.686,-0.0248925,-0.0444086,-11261.2,205
P,0,1233,710,2112,269.686,-0.0248925,-0.0444086,-11261.2,3
N,0,1234,709,2112,157.645,0.0340453,-0.0270299,-11261.2,119
P,0,1234,709,2112,157.645,0.0340453,-0.0270299,-11261.2,1
N,0,1235,708,2112,550.261,-0.0331416,0.0314363,-11261.2,411
P,0,1235,708,2112,550.261,-0.0331416,0.0314363,-11261.2,5
N,0,1236,707,2112,790.049,-0.0950369,0.01842,-11261.2,523
P,0,1236,707,2112,790.049,-0.0950369,0.01842,-11261.2,12
N,0,1237,706,2112,693.189,-0.0270712,0.0516585,-11261.2,426
P,0,1237,706,2112,693.189,-0.0270712,0.0516585,-11261.2,6
N,0,1238,705,2112,408.833,-0.0475798,-0.0464405,-11261.2,282
P,0,1238,705,2112,408.833,-0.0475798,-0.0464405,-11261.2,1
N,0,1239,704,2112,309.76,0.0206958,0.0880001,-11261.2,210
P,0,1239,704,2112,309.76,0.0206958,0.0880001,-11261.2,5
N,0,1240,703,2112,877.412,0.0307739,0.0400982,-11261.2,642
P,0,1240,703,2112,877.412,0.0307739,0.0400982,-11261.2,5
N,0,1241,702,2112,737.463,-0.0421276,0.000769671,-11261.2,590
P,0,1241,702,2112,737.463,-0.0421276,0.000769671,-11261.2,4
N,0,1242,701,2112,423.629,0.0872647,-0.0526957,-11261.2,215
P,0,1242,701,2112,423.629,0.0872647,-0.0526957,-11261.2,1
N,0,1243,23230462,211,31.5842,1.15243,0.821602,-11261.2,13
P,0,1243,23230462,211,31.5842,1.15243,0.821602,-11261.2,0
N,0,1244,23230454,211,10.0666,-1.59646,-3.2424,-11261.2,2
P,0,1244,23230454,211,10.0666,-1.59646,-3.2424,-11261.2,0
N,0,1245,23234620,22,38.1317,0.211688,-2.50389,-11261.2,41
P,0,1245,23234620,22,38.1317,0.211688,-2.50389,-11261.2,0
N,0,1247,23245658,-11,3.94148,-2.07322,2.12364,-11261.2,4
P,0,1247,23245658,-11,3.94148,-2.07322,2.12364,-11261.2,0
N,0,1248,23245657,11,2.63144,-1.84974,1.91885,-11261.2,4
P,0,1248,23245657,11,2.63144,-1.84974,1.91885,-11261.2,0
N,0,1291,23249063,2212,2.21388,-2.80104,-3.29669,-11271,2
P,0,1291,23249063,2212,2.21388,-2.80104,-3.29669,-11271,0
N,0,1349,699,2112,335.364,0.0685538,-0.0375476,-11261.2,264
P,0,1349,699,2112,335.364,0.0685538,-0.0375476,-11261.2,1
N,0,1350,698,2112,351.036,-0.00205578,-0.0604298,-11261.2,282
P,0,1350,698,2112,351.036,-0.00205578,-0.0604298,-11261.2,3
N,0,1351,23370781,-211,42.3493,-0.603276,-1.47004,-11261.2,36
P,0,1351,23370781,-211,42.3493,-0.603276,-1.47004,-11261.2,0
N,0,1352,23370777,-211,161.107,0.640415,-0.750561,-11261.2,111
P,0,1352,23370777,-211,161.107,0.640415,-0.750561,-11261.2,2
N,0,1365,23370761,211,14.7089,0.483916,-0.981193,-11261.2,10
P,0,1365,23370761,211,14.7089,0.483916,-0.981193,-11261.2,0
N,0,1366,23370760,130,42.81,0.844724,-1.19133,-11261.2,14
P,0,1366,23370760,130,42.81,0.844724,-1.19133,-11261.2,0
N,0,1368,23402525,22,2.36142,-2.09994,-0.699148,-11261.2,4
P,0,1368,23402525,22,2.36142,-2.09994,-0.699148,-11261.2,0
N,0,1378,23370749,-211,16.1825,1.21915,1.99359,-11261.2,3
P,0,1378,23370749,-211,16.1825,1.21915,1.99359,-11261.2,1
N,0,1379,23370745,2112,346.147,-0.591024,0.0973373,-11261.2,213
P,0,1379,23370745,2112,346.147,-0.591024,0.0973373,-11261.2,2
N,0,1380,696,2112,632.219,0.0838537,0.0413941,-11261.2,525
P,0,1380,696,2112,632.219,0.0838537,0.0413941,-11261.2,1
N,0,1381,695,2112,165.475,0.000416105,0.0402417,-11261.2,130
P,0,1381,695,2112,165.475,0.000416105,0.0402417,-11261.2,0
N,0,1382,694,2112,353.885,-0.0425224,0.023682,-11261.2,222
P,0,1382,694,2112,353.885,-0.0425224,0.023682,-11261.2,6
N,0,1383,693,2112,571.376,-0.00904898,-0.0429567,-11261.2,420
P,0,1383,693,2112,571.376,-0.00904898,-0.0429567,-11261.2,5
N,0,1384,692,2112,228.845,-0.0218999,0.0522241,-11261.2,114
P,0,1384,692,2112,228.845,-0.0218999,0.0522241,-11261.2,1
N,0,1385,691,2112,676.987,0.0746887,-0.0628662,-11261.2,247
P,0,1385,691,2112,676.987,0.0746887,-0.0628662,-11261.2,4
N,0,1386,690,2112,722.598,0.0402742,0.0826972,-11261.2,386
P,0,1386,690,2112,722.598,0.0402742,0.0826972,-11261.2,4
N,0,1387,689,2112,491.981,0.0490234,0.000763864,-11261.2,403
P,0,1387,689,2112,491.981,0.0490234,0.000763864,-11261.2,5
N,0,1388,688,2112,686.034,0.0861874,0.0338259,-11261.2,459
P,0,1388,688,2112,686.034,0.0861874,0.0338259,-11261.2,6
N,0,1389,687,2112,528.562,0.0432528,-0.0658141,-11261.2,447
P,0,1389,687,2112,528.562,0.0432528,-0.0658141,-11261.2,4
N,0,1390,686,2112,283.768,0.00331413,-0.101331,-11261.2,217
P,0,1390,686,2112,283.768,0.00331413,-0.101331,-11261.2,1
N,0,1391,685,2112,359.696,0.0661497,-0.0131191,-11261.2,233
P,0,1391,685,2112,359.696,0.0661497,-0.0131191,-11261.2,3
N,0,1392,684,2112,885.07,0.0458469,0.0901998,-11261.2,608
P,0,1392,684,2112,885.07,0.0458469,0.0901998,-11261.2,0
N,0,1393,683,2112,907.134,-0.0946331,-0.000684095,-11261.2,628
P,0,1393,683,2112,907.134,-0.0946331,-0.000684095,-11261.2,5
N,0,1394,682,2112,758.049,-0.0537277,-0.0251251,-11261.2,600
P,0,1394,682,2112,758.049,-0.0537277,-0.0251251,-11261.2,5
N,0,1395,681,2112,256.042,0.00615229,-0.0472838,-11261.2,216
P,0,1395,681,2112,256.042,0.00615229,-0.0472838,-11261.2,4
N,0,1396,680,2112,530.922,-0.0555961,-0.0120062,-11261.2,418
P,0,1396,680,2112,530.922,-0.0555961,-0.0120062,-11261.2,7
N,0,1398,678,2112,458.664,-0.0406549,0.0622673,-11261.2,416
P,0,1398,678,2112,458.664,-0.0406549,0.0622673,-11261.2,4
N,0,1399,677,2112,360.947,-0.0508672,0.0337107,-11261.2,272
P,0,1399,677,2112,360.947,-0.0508672,0.0337107,-11261.2,0
N,0,1401,25055528,-211,73.9051,0.34445,-0.765901,-11261.2,39
P,0,1401,25055528,-211,73.9051,0.34445,-0.765901,-11261.2,6
N,0,1402,25065561,-11,2.03693,0.93071,-1.28803,-11261.2,4
P,0,1402,25065561,-11,2.03693,0.93071,-1.28803,-11261.2,0
N,0,1403,25065560,11,1.55013,0.570634,-1.613,-11261.2,2
P,0,1403,25065560,11,1.55013,0.570634,-1.613,-11261.2,0
N,0,1404,25065558,22,9.80352,-0.268408,1.65132,-11261.2,11
P,0,1404,25065558,22,9.80352,-0.268408,1.65132,-11261.2,0
N,0,1419,25055515,211,8.46753,-0.251967,1.4034,-11261.2,2
P,0,1419,25055515,211,8.46753,-0.251967,1.4034,-11261.2,0
N,0,1420,25055514,211,41.7629,-0.718262,2.73912,-11261.2,20
P,0,1420,25055514,211,41.7629,-0.718262,2.73912,-11261.2,0
N,0,1421,25055508,211,155.392,-0.448302,0.717338,-11261.2,110
P,0,1421,25055508,211,155.392,-0.448302,0.717338,-11261.2,1
N,0,1422,25055507,321,41.5148,1.02899,-0.470624,-11261.2,14
P,0,1422,25055507,321,41.5148,1.02899,-0.470624,-11261.2,1
N,0,1423,25055506,-211,36.0332,0.830999,-0.731093,-11261.2,42
P,0,1423,25055506,-211,36.0332,0.830999,-0.731093,-11261.2,1
N,0,1430,25055501,-211,67.8483,1.06708,-0.729219,-11261.2,42
P,0,1430,25055501,-211,67.8483,1.06708,-0.729219,-11261.2,1
N,0,1431,25055497,2112,148.153,0.364594,-0.0259449,-11261.2,111
P,0,1431,25055497,2112,148.153,0.364594,-0.0259449,-11261.2,1
N,0,1432,675,2112,964.733,0.0361141,-0.0333509,-11261.2,689
P,0,1432,675,2112,964.733,0.0361141,-0.0333509,-11261.2,12
N,0,1433,674,2112,488.771,-0.016002,-0.0765054,-11261.2,396
P,0,1433,674,2112,488.771,-0.016002,-0.0765054,-11261.2,7
N,0,1434,673,2112,83.4084,0.037163,0.0616436,-11261.2,59
P,0,1434,673,2112,83.4084,0.037163,0.0616436,-11261.2,5
N,0,1435,672,2112,550.397,0.0215898,-0.101549,-11261.2,381
P,0,1435,672,2112,550.397,0.0215898,-0.101549,-11261.2,8
N,0,1436,671,2112,144.87,0.0292753,0.0367761,-11261.2,88
P,0,1436,671,2112,144.87,0.0292753,0.0367761,-11261.2,2
N,0,1437,670,2112,789.921,-0.0405074,0.0344094,-11261.2,560
P,0,1437,670,2112,789.921,-0.0405074,0.0344094,-11261.2,4
N,0,1438,669,2112,894.296,0.0201524,0.0668458,-11261.2,569
P,0,1438,669,2112,894.296,0.0201524,0.0668458,-11261.2,9
N,0,1439,668,2112,835.788,-0.0095873,-0.0597037,-11261.2,591
P,0,1439,668,2112,835.788,-0.0095873,-0.0597037,-11261.2,7
N,0,1440,667,2112,352.475,-0.0762154,0.0357676,-11261.2,189
P,0,1440,667,2112,352.475,-0.0762154,0.0357676,-11261.2,1
N,0,1441,666,2112,980.834,-0.0225667,-0.0400542,-11261.2,695
P,0,1441,666,2112,980.834,-0.0225667,-0.0400542,-11261.2,11
N,0,1442,665,2112,656.186,0.0987966,-0.0389473,-11261.2,531
P,0,1442,665,2112,656.186,0.0987966,-0.0389473,-11261.2,14
N,0,1443,664,2112,678.577,0.0460303,-0.0218527,-11261.2,584
P,0,1443,664,2112,678.577,0.0460303,-0.0218527,-11261.2,4
N,0,1444,663,2112,208.33,-0.00726035,0.0396147,-11261.2,173
P,0,1444,663,2112,208.33,-0.00726035,0.0396147,-11261.2,4
N,0,1445,662,2112,620.444,0.0172767,0.0447509,-11261.2,404
P,0,1445,662,2112,620.444,0.0172767,0.0447509,-11261.2,4
N,0,1446,661,2112,357.874,-0.0122021,-0.0476282,-11261.2,215
P,0,1446,661,2112,357.874,-0.0122021,-0.0476282,-11261.2,3
N,0,1447,660,2112,421.405,0.0242917,0.0565773,-11261.2,270
P,0,1447,660,2112,421.405,0.0242917,0.0565773,-11261.2,8
N,0,1448,659,2112,809.003,0.0727977,-0.0455091,-11261.2,291
P,0,1448,659,2112,809.003,0.0727977,-0.0455091,-11261.2,4
N,0,1449,658,2112,673.063,-0.00309048,0.0493426,-11261.2,478
P,0,1449,658,2112,673.063,-0.00309048,0.0493426,-11261.2,6
N,0,1451,656,2112,854.803,-0.0133977,-0.0392113,-11261.2,579
P,0,1451,656,2112,854.803,-0.0133977,-0.0392113,-11261.2,8
N,0,1453,26861444,2112,128.776,-0.186629,0.0321366,-11261.2,82
P,0,1453,26861444,2112,128.776,-0.186629,0.0321366,-11261.2,0
N,0,1454,654,2112,113.816,-0.036792,0.0336067,-11261.2,67
P,0,1454,654,2112,113.816,-0.036792,0.0336067,-11261.2,2
N,0,1455,653,2112,906.611,0.0934325,0.0293353,-11261.2,716
P,0,1455,653,2112,906.611,0.0934325,0.0293353,-11261.2,7
N,0,1456,652,2112,941.89,0.0425242,0.00161376,-11261.2,706
P,0,1456,652,2112,941.89,0.0425242,0.00161376,-11261.2,13
N,0,1457,651,2112,919.903,-0.0409114,-0.0230789,-11261.2,635
P,0,1457,651,2112,919.903,-0.0409114,-0.0230789,-11261.2,23
N,0,1458,650,2112,287.432,-0.0497837,-0.0382696,-11261.2,212
P,0,1458,650,2112,287.432,-0.0497837,-0.0382696,-11261.2,1
N,0,1459,649,2112,867.155,0.0973678,-0.0187322,-11261.2,565
P,0,1459,649,2112,867.155,0.0973678,-0.0187322,-11261.2,2
N,0,1460,648,2112,140.871,0.0384751,-0.0142178,-11261.2,113
P,0,1460,648,2112,140.871,0.0384751,-0.0142178,-11261.2,6
N,0,1461,647,2112,404.098,-0.00477097,-0.0434348,-11261.2,278
P,0,1461,647,2112,404.098,-0.00477097,-0.0434348,-11261.2,6
N,0,1462,646,2112,425.955,-0.104765,0.0233241,-11261.2,347
P,0,1462,646,2112,425.955,-0.104765,0.0233241,-11261.2,3
N,0,1463,645,2112,773.664,0.0428639,0.0280384,-11261.2,555
P,0,1463,645,2112,773.664,0.0428639,0.0280384,-11261.2,4
N,0,1465,27826631,2212,11.4769,-0.0202236,-1.19631,-11261.2,6
P,0,1465,27826631,2212,11.4769,-0.0202236,-1.19631,-11261.2,0
N,0,1467,27826626,2212,13.3013,1.57172,-2.37728,-11261.2,5
P,0,1467,27826626,2212,13.3013,1.57172,-2.37728,-11261.2,2
N,0,1468,27826625,2212,10.6316,1.00423,-3.28025,-11261.2,3
P,0,1468,27826625,2212,10.6316,1.00423,-3.28025,-11261.2,2
N,0,1469,27826624,2212,9.94283,-0.277644,0.763315,-11261.2,6
P,0,1469,27826624,2212,9.94283,-0.277644,0.763315,-11261.2,0
N,0,1474,27826621,2112,14.9113,-0.403743,2.6471,-11261.2,5
P,0,1474,27826621,2112,14.9113,-0.403743,2.6471,-11261.2,0
N,0,1476,27826617,2212,4.66048,0.526293,-1.91101,-11261.2,2
P,0,1476,27826617,2212,4.66048,0.526293,-1.91101,-11261.2,0
N,0,1477,27833575,22,41.4773,-0.883616,-0.661684,-11261.2,40
P,0,1477,27833575,22,41.4773,-0.883616,-0.661684,-11261.2,0
N,0,1478,27833574,22,35.9221,-0.895398,-0.13438,-11261.2,39
P,0,1478,27833574,22,35.9221,-0.895398,-0.13438,-11261.2,0
N,0,1480,27826610,211,53.1523,-1.60525,-1.14566,-11261.2,42
P,0,1480,27826610,211,53.1523,-1.60525,-1.14566,-11261.2,0
N,0,1488,27826605,-211,4.70147,0.685986,0.410912,-11261.2,1
P,0,1488,27826605,-211,4.70147,0.685986,0.410912,-11261.2,0
N,0,1498,27869342,-11,0.0623938,18.1458,-5.41846,-11364.2,0
P,0,1498,27869342,-11,0.0623938,18.1458,-5.41846,-11364.2,1
N,0,1511,27826601,211,162.297,-0.722337,-0.227822,-11261.2,95
P,0,1511,27826601,211,162.297,-0.722337,-0.227822,-11261.2,2
N,0,1512,27826599,2112,195.45,0.250406,0.640601,-11261.2,110
P,0,1512,27826599,2112,195.45,0.250406,0.640601,-11261.2,2
N,0,1513,643,2112,390.533,0.0278628,-0.0426048,-11261.2,189
P,0,1513,643,2112,390.533,0.0278628,-0.0426048,-11261.2,2
N,0,1514,642,2112,416.28,-0.0825842,-0.0673338,-11261.2,278
P,0,1514,642,2112,416.28,-0.0825842,-0.0673338,-11261.2,11
N,0,1515,641,2112,138.696,-0.0427358,-0.00348968,-11261.2,139
P,0,1515,641,2112,138.696,-0.0427358,-0.00348968,-11261.2,2
N,0,1516,640,2112,213.501,0.0325833,-0.0416919,-11261.2,214
P,0,1516,640,2112,213.501,0.0325833,-0.0416919,-11261.2,3
N,0,1517,639,2112,990.623,0.00615318,-0.0495461,-11261.2,766
P,0,1517,639,2112,990.623,0.00615318,-0.0495461,-11261.2,7
N,0,1518,638,2112,326.157,-0.0330907,0.0353482,-11261.2,264
P,0,1518,638,2112,326.157,-0.0330907,0.0353482,-11261.2,0
N,0,1519,637,2112,680.329,0.0336431,0.0918159,-11261.2,538
P,0,1519,637,2112,680.329,0.0336431,0.0918159,-11261.2,10
N,0,1520,636,2112,564.104,0.0920008,0.029739,-11261.2,378
P,0,1520,636,2112,564.104,0.0920008,0.029739,-11261.2,10
N,0,1521,635,2112,693.611,-0.0683109,-0.00158611,-11261.2,427
P,0,1521,635,2112,693.611,-0.0683109,-0.00158611,-11261.2,12
N,0,1522,634,2112,166.486,0.0454006,0.016328,-11261.2,133
P,0,1522,634,2112,166.486,0.0454006,0.016328,-11261.2,0
N,0,1523,633,2112,334.367,-0.0769345,0.0949829,-11261.2,192
P,0,1523,633,2112,334.367,-0.0769345,0.0949829,-11261.2,0
N,0,1524,28753034,211,12.4886,-1.10421,1.81446,-11261.2,9
P,0,1524,28753034,211,12.4886,-1.10421,1.81446,-11261.2,0
N,0,1527,28755633,22,8.81826,0.605147,0.849915,-11261.2,17
P,0,1527,28755633,22,8.81826,0.605147,0.849915,-11261.2,0
N,0,1528,28755632,22,8.7526,-0.0269099,-1.38356,-11261.2,11
P,0,1528,28755632,22,8.7526,-0.0269099,-1.38356,-11261.2,0
N,0,1529,28760763,22,142.023,0.12409,-0.126879,-11261.2,131
P,0,1529,28760763,22,142.023,0.12409,-0.126879,-11261.2,0
N,0,1530,28760762,22,8.05153,0.726997,-0.138996,-11261.2,7
P,0,1530,28760762,22,8.05153,0.726997,-0.138996,-11261.2,0
N,0,1531,28804905,22,6.25672,-0.758227,0.318401,-11261.2,9
P,0,1531,28804905,22,6.25672,-0.758227,0.318401,-11261.2,0
N,0,1532,28806692,-11,4.88317,1.56,1.69677,-11261.2,1
P,0,1532,28806692,-11,4.88317,1.56,1.69677,-11261.2,0
N,0,1533,28806691,11,4.56159,1.6101,1.72939,-11261.2,6
P,0,1533,28806691,11,4.56159,1.6101,1.72939,-11261.2,0
N,0,1534,28809461,22,2.433,-1.14262,0.76093,-11261.2,1
P,0,1534,28809461,22,2.433,-1.14262,0.76093,-11261.2,0
N,0,1535,28809460,22,47.4743,0.563877,-0.0685604,-11261.2,51
P,0,1535,28809460,22,47.4743,0.563877,-0.0685604,-11261.2,0
N,0,1536,28823982,22,7.27882,-0.568305,0.616503,-11261.2,6
P,0,1536,28823982,22,7.27882,-0.568305,0.616503,-11261.2,0
N,0,1537,28823981,22,10.2514,1.79181,0.56138,-11261.2,8
P,0,1537,28823981,22,10.2514,1.79181,0.56138,-11261.2,0
N,0,1538,28753006,211,5.44366,0.807334,1.16179,-11261.2,1
P,0,1538,28753006,211,5.44366,0.807334,1.16179,-11261.2,0
N,0,1539,28829417,22,15.6811,1.32825,-0.127139,-11261.2,15
P,0,1539,28829417,22,15.6811,1.32825,-0.127139,-11261.2,0
N,0,1540,28753000,211,115.853,0.625981,0.113255,-11261.2,64
P,0,1540,28753000,211,115.853,0.625981,0.113255,-11261.2,5
N,0,1541,28752993,-211,11.4212,0.292504,2.34815,-11261.2,7
P,0,1541,28752993,-211,11.4212,0.292504,2.34815,-11261.2,0
N,0,1583,28752988,-2212,196.936,0.84209,-0.25675,-11261.2,113
P,0,1583,28752988,-2212,196.936,0.84209,-0.25675,-11261.2,2
N,0,1584,28752984,2212,149.595,-0.404211,0.141258,-11261.2,120
P,0,1584,28752984,2212,149.595,-0.404211,0.141258,-11261.2,0
N,0,1585,631,2112,641.494,0.0260521,-0.055086,-11261.2,447
P,0,1585,631,2112,641.494,0.0260521,-0.055086,-11261.2,18
N,0,1586,630,2112,689.092,-0.0769279,-0.0384238,-11261.2,549
P,0,1586,630,2112,689.092,-0.0769279,-0.0384238,-11261.2,6
N,0,1587,629,2112,641.867,0.0180962,-0.0791382,-11261.2,397
P,0,1587,629,2112,641.867,0.0180962,-0.0791382,-11261.2,4
N,0,1588,628,2112,347.219,-0.0488947,0.0891146,-11261.2,231
P,0,1588,628,2112,347.219,-0.0488947,0.0891146,-11261.2,2
N,0,1589,627,2112,332.626,-0.030773,0.0339401,-11261.2,242
P,0,1589,627,2112,332.626,-0.030773,0.0339401,-11261.2,4
N,0,1590,626,2112,495.639,-0.0021878,-0.0683575,-11261.2,321
P,0,1590,626,2112,495.639,-0.0021878,-0.0683575,-11261.2,5
N,0,1591,625,2112,820.401,-0.0107908,-0.0523099,-11261.2,750
P,0,1591,625,2112,820.401,-0.0107908,-0.0523099,-11261.2,1
N,0,1593,623,2112,725.236,-0.0284189,-0.0646997,-11261.2,520
